id,type,topic,name,description,depends_on,aids,instruction
,config,,schemaVersion,3,,,
,config,,topicOrder,Fysikk som fag;Programmering og numeriske metoder;Kinematikk i to dimensjoner;Krefter og krumlinjet bevegelse;Gravitasjon;Elektriske felt;Magnetiske felt;Elektromagnetisk induksjon;Spesiell relativitetsteori;Generell relativitetsteori;Kvantefysikk;Fordypningsemne,,,
,config,,title,Fysikk 2,,,
,config,,description,"Kinematikk i to dimensjoner, krumlinjet bevegelse, gravitasjon, elektriske og magnetiske felt, induksjon, spesiell og generell relativitetsteori og kvantefysikk — dekomponert i det elevene faktisk må kunne gjøre, med hjelpemiddelordningen fra våren 2027 lagt til grunn.",,,
,config,,language,nb,,,
,config,,languageName,Norwegian (bokmål),,,
,config,,subjectFamily,natural-sciences,,,
,config,,storageKey,fysikk2-ferdighetstre-fullfort,,,
,config,,features.motivation,false,,,
,config,,features.exams,true,,,
,config,,slots.courseName,fysikk 2 (norsk videregående skole),,,
,config,,slots.expressionFocus,"glemmer å oppgi enheter eller blander enheter, oppgir svar med feil antall gjeldende siffer, blander sammen absolutt og relativ usikkerhet eller runder mellomsvar for tidlig i en usikkerhetsberegning, glemmer å begrunne fortegn/retning på vektorstørrelser (krefter, felt, akselerasjon) i stedet for bare å oppgi en tallverdi, bruker ""="" mellom en tilnærmet og en eksakt verdi der ≈ er riktig, eller blander sammen lignende symboler (f.eks. g for tyngdeakselerasjon og g for gravitasjonsfeltstyrke, eller v for fart og v for spenning i elektriske kretser - skriv alltid tydelig hvilken størrelse et symbol representerer)",,,
,config,,aids.label,Del,,,
,config,,aids.1.student,"Helt uten hjelpemidler — ikke engang kalkulator. Du har skrivesaker, passer, linjal, vinkelmåler og de trykte vedleggene.",,,
,config,,aids.1.model,"Hjelpemidler: Dette gjelder del 1 av eksamen, helt uten hjelpemidler - ikke engang kalkulator. Forvent at eleven regner for hånd, med kun skrivesaker, passer, linjal, vinkelmåler og de trykte vedleggene (faktavedlegg, formelvedlegg, programmeringsvedlegg) tilgjengelig. Eksamen tillater uansett ikke kunstig intelligens eller chatbot som hjelpemiddel i selve eksamensgjennomføringen - denne treningsøkten er forberedelse, ikke eksamen.",,,
,config,,aids.2.student,"Fra våren 2027 besvares denne delen for hånd. Du får bruke en enkel vitenskapelig kalkulator, egne notater på papir og trykte kilder — men ingen PC eller nettbrett, ingen programmering eller GeoGebra, og ingen grafisk, likningsløsende eller programmerbar kalkulator.",,,
,config,,aids.2.model,"Hjelpemidler: Dette gjelder del 2 av eksamen, som fra våren 2027 skal besvares for hånd - ingen datamaskin/nettbrett, programmering eller GeoGebra i det hele tatt. Forvent at eleven bruker en enkel vitenskapelig kalkulator (kan regne med kvadratrøtter, logaritmer, sinus/cosinus/tangens og standardavvik), egne notater på papir og trykte kilder. Grafiske kalkulatorer og kalkulatorer som kan løse likninger, er programmerbare eller kan kommunisere med andre enheter, er IKKE tillatt. Der noden i utgangspunktet forutsetter et digitalt verktøy (f.eks. numerisk simulering/programmering), er det per nå uklart hvordan dette skal løses på del 2 uten datamaskin - flagg dette til eleven fremfor å late som om kalkulatoren kan erstatte det. Eksamen tillater uansett ikke kunstig intelligens eller chatbot som hjelpemiddel i selve eksamensgjennomføringen - denne treningsøkten er forberedelse, ikke eksamen.",,,
usikkerhet-begrep,concept,Fysikk som fag,Absolutt og relativ usikkerhet,"Eleven vet hva absolutt og relativ (prosentvis) usikkerhet i en målt størrelse er, og hvordan de to henger sammen.",,0,
beregne-usikkerhet-fra-malinger,skill,Fysikk som fag,Beregne gjennomsnitt og usikkerhet fra flere målinger,Eleven kan beregne gjennomsnittsverdien og den absolutte usikkerheten Δx = (xmaks − xmin)/2 fra et sett med gjentatte målinger av samme størrelse.,usikkerhet-begrep,1,"Gi eleven et lite sett med gjentatte måleverdier for samme størrelse, og be dem regne ut gjennomsnittet og den absolutte usikkerheten."
usikkerhet-sammensatte-storrelser,skill,Fysikk som fag,Regne ut usikkerhet i en sammensatt størrelse,"Eleven kan bruke reglene for usikkerhet ved sum/differanse (Δ(x±y)=Δx+Δy) og ved produkt/kvotient/potens (relativ usikkerhet) til å regne ut den relative usikkerheten i en størrelse som er satt sammen av flere målte størrelser med kjent usikkerhet, gitt en formel.",beregne-usikkerhet-fra-malinger,1,"Gi eleven en fysisk formel (f.eks. for tyngdeakselerasjon, planetmasse eller feltstyrke) som er et produkt/kvotient av flere størrelser opphøyd i ulike potenser, samt den relative usikkerheten i hver enkeltstørrelse, og be dem bestemme den relative usikkerheten i den beregnede størrelsen. Dette er en svært vanlig flervalgsoppgave-type på eksamen (typisk oppgave 1a) - tren gjerne på flere ulike formler."
planlegge-og-forbedre-forsok,skill,Fysikk som fag,Planlegge og videreutvikle et forsøk,"Eleven kan planlegge et forsøk for å måle en fysisk størrelse, identifisere de viktigste kildene til usikkerhet i forsøksoppsettet, og foreslå konkrete endringer som ville redusert usikkerheten.",usikkerhet-sammensatte-storrelser,2,"Beskriv et fysisk forsøk (gjerne fra mekanikk, elektrisitet eller magnetisme) og be eleven identifisere de viktigste kildene til usikkerhet i oppsettet, og foreslå minst én konkret forbedring som ville gitt mer pålitelige data."
vurdere-gyldighet-av-modell-mot-data,skill,Fysikk som fag,Vurdere om måledata stemmer med en teoretisk modell,"Eleven kan sammenligne måledata (inkludert usikkerhetsintervallet) med en teoretisk beregnet verdi eller modell, og konkludere med begrunnelse om dataene støtter modellen eller ikke - inkludert å foreslå en fysisk forklaring dersom de ikke gjør det.",usikkerhet-sammensatte-storrelser,2,"Gi eleven en tabell med målte verdier (inkludert usikkerhet) og en teoretisk modell eller formel de skal sammenlignes med (f.eks. en transformatorlikning, en teoretisk kastelengde uten luftmotstand, eller en kraftlov), og be dem vurdere om dataene er i tråd med modellen, med fysisk begrunnelse dersom de ikke er det."
tolke-graf-fra-forsok,skill,Fysikk som fag,Tolke en graf fra et forsøk eller en datalogger,"Eleven kan lese av og tolke en graf fra et forsøk (f.eks. kraft, spenning, strøm eller posisjon som funksjon av tid), koble bestemte tidspunkt eller intervaller på grafen til hva som fysisk skjer, og bruke grafen til å bestemme størrelser som stigningstall eller areal under grafen.",usikkerhet-begrep,2,"Vis eleven en graf fra et forsøk (f.eks. kraft mot tid, spenning mot tid, eller posisjon mot tid) og be dem forklare hva som fysisk skjer ved bestemte tidspunkt eller i bestemte intervaller på grafen, og eventuelt bruke grafen til å regne ut en størrelse."
internasjonalt-forskningssamarbeid,skill,Fysikk som fag,Presentere ny viten fra internasjonalt forskningssamarbeid,"Eleven kan presentere sentrale elementer i ny viten i fysikk som er et resultat av internasjonalt forskningssamarbeid (f.eks. gravitasjonsbølgedeteksjon, partikkelfysikk ved CERN, eller romteleskoper), og vurdere hvordan slikt samarbeid bidrar i kunnskapsutviklingen.",,1;2,"Be eleven velge et eksempel på en fysisk oppdagelse som er et resultat av internasjonalt forskningssamarbeid (f.eks. LIGO/gravitasjonsbølger, CERN/Higgs-bosonet, eller et romteleskop), og forklare kort hva som ble oppdaget og hvorfor internasjonalt samarbeid var nødvendig eller nyttig for å få det til. Dette er ikke en regneferdighet - vurder resonnement og oversikt, ikke detaljkunnskap."
python-grunnleggende-syntaks,concept,Programmering og numeriske metoder,"Grunnleggende Python-syntaks (variabler, løkker, if-tester)","Eleven kjenner grunnleggende Python-syntaks som brukes på eksamen: å definere variabler, while- og for-løkker, if/elif/else-tester og enkle innebygde funksjoner (jf. programmeringsvedlegget).",,0,
lese-og-forklare-pythonkode,skill,Programmering og numeriske metoder,Lese og forklare et gitt Python-program,"Eleven kan lese et Python-program uten å kjøre det, og forklare i ord hva et gitt kodeavsnitt eller hele programmet regner ut eller er ment å finne ut.",python-grunnleggende-syntaks,1,"Vis eleven et kort Python-program (uten å kjøre det) og be dem forklare hva en eller flere navngitte linjer gjør, samt hva programmet som helhet beregner."
fullfore-ufullstendig-kode,skill,Programmering og numeriske metoder,Fylle inn manglende linjer i et ufullstendig program ut fra en fysisk formel,"Eleven kan bestemme hva som skal stå på én eller flere manglende linjer i et Python-program, ut fra en oppgitt fysisk sammenheng eller formel som resten av programmet skal bruke.",lese-og-forklare-pythonkode,1,"Vis eleven et Python-program med én eller to manglende linjer markert, sammen med den fysiske situasjonen og formelen(e) programmet skal modellere, og be dem bestemme (gjerne som et flervalgsspørsmål med fire alternativer) hva som skal stå på de manglende linjene."
