id,type,topic,name,description,depends_on,aids,instruction
,config,,schemaVersion,3,,,
,config,,topicOrder,Tall og algebra;Ligningssett og modellering;Funksjoner;Personlig økonomi;Statistikk og sannsynlighet;Geometri;Programmering,,,
,config,,title,Matematikk 10. trinn,,,
,config,,description,"Tall og algebra, likningssett og modellering, funksjoner, personlig økonomi, statistikk, geometri og programmering — dekomponert i det elevene faktisk må kunne gjøre, med eksamens to deler lagt til grunn.",,,
,config,,language,nb,,,
,config,,languageName,Norwegian (bokmål),,,
,config,,subjectFamily,mathematics,,,
,config,,storageKey,matte10-ferdighetstre-fullfort,,,
,config,,features.motivation,true,,,
,config,,features.exams,true,,,
,config,,slots.courseName,"matematikk 10. trinn (norsk ungdomsskole, MAT0015)",,,
,config,,slots.expressionFocus,"glemmer å vise mellomregning eller definere variabler før de brukes i en ligning/et ligningssett, blander sammen prosentvis endring og prosentpoeng, eller runder av for tidlig i en flerstegs beregning (f.eks. i en rente- eller vekstfaktorberegning)",,,
,config,,slots.motivationSubject,matte,,,
,config,,aids.label,Del,,,
,config,,aids.1.student,"Uten hjelpemidler. Du regner for hånd, uten kalkulator.",,,
,config,,aids.1.model,"Hjelpemidler: Dette gjelder del 1 av eksamen, uten hjelpemidler. Forvent at eleven regner for hånd, uten kalkulator. Treningen skal gjenspeile hvordan ferdigheten faktisk skal utføres på eksamen, med kalkulator-basert hjelpemiddelordning (ikke fri PC-/CAS-bruk) lagt til grunn for del 2.",,,
,config,,aids.2.student,"Del 2 av eksamen. Du får bruke håndholdt kalkulator, eventuelt egne notater og trykte hjelpemidler — men ikke PC, nettbrett eller CAS-/graftegnerprogramvare.",,,
,config,,aids.2.model,"Hjelpemidler: Dette gjelder del 2 av eksamen. Forvent at eleven bruker håndholdt (vitenskapelig) kalkulator, eventuelt egne notater/trykte hjelpemidler. En slik kalkulator kan godt ha innebygd graftegning - det er ikke i seg selv et problem. Ikke legg opp til fri bruk av PC, nettbrett eller CAS-/graftegnerprogramvare (f.eks. GeoGebra) - lag heller oppgaver som kan løses med en håndholdt kalkulator. Treningen skal gjenspeile hvordan ferdigheten faktisk skal utføres på eksamen, med kalkulator-basert hjelpemiddelordning (ikke fri PC-/CAS-bruk) lagt til grunn for del 2.",,,
prosent-begrep-10,concept,Tall og algebra,Prosent,"Prosent betyr hundredeler: 40 % er 40 av 100, altså 40/100 eller 0,40 - samme tall i tre skrivemåter. Prosent læres normalt på barnetrinnet, men står som en rot-node her fordi det ikke inngår eksplisitt i kompetansemålene etter 8. eller 9. trinn, og eksamen forutsetter det godt innøvd.",,0,
finne-prosentdel-av-tall-10,skill,Tall og algebra,Finne prosentdel og totalen av et tall,"regne ut hvor mye en gitt prosentandel av et tall utgjør, og regne baklengs for å finne totalen når en prosentdel og delmengden er kjent.",prosent-begrep-10,1,"Gi eleven et tall og en prosentsats og be dem finne prosentdelen for hånd, uten kalkulator. Gi også en baklengs oppgave: en kjent delmengde og hvor mange prosent den utgjør, der eleven skal finne totalen."
finne-prosentvis-endring-10,skill,Tall og algebra,Finne prosentvis endring og opprinnelig verdi,"regne ut hvor mange prosent en verdi har økt eller blitt redusert med gitt to verdier, og regne baklengs for å finne opprinnelig verdi når prosentvis endring og ny verdi er kjent.",finne-prosentdel-av-tall-10,1,"Gi eleven en opprinnelig og en ny pris og be dem finne den prosentvise endringen for hånd. Gi også den motsatte oppgaven: en kjent rabatt i prosent og den nye prisen, der eleven skal finne prisen før rabatten."
vurdere-annen-losning-prosent,skill,Tall og algebra,Vurdere en gitt løsning på et prosentproblem,"vurdere om en annen persons løsning på et prosentproblem er riktig, oppdage en typisk feil (f.eks. å regne prosentvis endring ut fra feil grunnlag), og begrunne svaret.",finne-prosentvis-endring-10,1,"Vis eleven en fullstendig, men feil utregning av en prosentvis endring (f.eks. der differansen deles på den nye verdien i stedet for den opprinnelige), og be eleven vurdere om løsningen er riktig, forklare hva som eventuelt er feil, og vise riktig framgangsmåte."
potensregler-repetisjon-10,concept,Tall og algebra,Potenser og kvadratrøtter,"Potens: et grunntall opphøyd i en eksponent, der eksponenten sier hvor mange ganger grunntallet multipliseres med seg selv.
Kvadratrot: det positive tallet som ganget med seg selv gir tallet under rottegnet. De to er grunnlaget for blant annet volumskalering og kvadratsetningene.",,0,
algebraisk-uttrykk-repetisjon-10,concept,Tall og algebra,Variabler og algebraiske uttrykk,"Variabel: en bokstav som står for et tall som kan variere, eller som ennå ikke er kjent.
Algebraisk uttrykk: tall, variabler og konstanter satt sammen med regnetegn, som 3x + 5. Et uttrykk har ikke likhetstegn, og får en verdi først når variabelen får et tall.",,0,
kommutativ-assosiativ-distributiv,concept,Tall og algebra,"Kommutativ, assosiativ og distributiv egenskap","Kommutativ egenskap: rekkefølgen kan byttes om. a + b = b + a, og a·b = b·a.
Assosiativ egenskap: tallene kan grupperes om. (a + b) + c = a + (b + c), og det samme for multiplikasjon.
Distributiv egenskap: en faktor kan ganges inn i hvert ledd. a·(b + c) = a·b + a·c.",,0,
bruke-regneregler-og-generalisere,skill,Tall og algebra,Bruke regneregler til å generalisere algebraisk,"bruke kommutativ, assosiativ og distributiv egenskap til å forenkle et algebraisk uttrykk og til å generalisere en tallmessig sammenheng til et algebraisk uttrykk.",algebraisk-uttrykk-repetisjon-10;kommutativ-assosiativ-distributiv,1,"Gi eleven et regnestykke eller en tallsammenheng som blir enklere å se med en smart omskrivning (f.eks. et produkt av flere tall, eller en tallfølge), og be dem bruke regnereglene til å forenkle og skrive sammenhengen som et generelt algebraisk uttrykk."
generalisere-og-bevise-tallmonster,skill,Tall og algebra,Generalisere og bevise et tall- eller figurmønster,"finne senere ledd i et tall- eller figurmønster, sette opp en algebraisk formel for ledd n, og vise at formelen stemmer for et gitt ledd.",bruke-regneregler-og-generalisere,1,"Gi eleven de første leddene i et tallmønster eller figurmønster (f.eks. 2, 6, 12, 20, ...) og be dem finne de to neste leddene, sette opp en formel for ledd n, og vise at formelen gir riktig verdi for et oppgitt ledd."
kvadratsetninger-begrep,concept,Tall og algebra,Kvadratsetningene,"Første kvadratsetning: (a + b)² = a² + 2ab + b².
Andre kvadratsetning: (a - b)² = a² - 2ab + b².
Konjugatsetningen: (a + b)(a - b) = a² - b². Alle tre kan leses begge veier: brukt forlengs utvider de et uttrykk, brukt baklengs faktoriserer de det.",algebraisk-uttrykk-repetisjon-10,0,
utforske-kvadratsetning-geometrisk,skill,Tall og algebra,Utforske en kvadratsetning geometrisk,"forklare og vise en kvadratsetning geometrisk, f.eks. ved å dele opp arealet av et kvadrat eller rektangel i delfigurer med sidelengder a og b.",kvadratsetninger-begrep,1,"Vis eleven en figur (f.eks. et kvadrat med et hjørne kuttet bort, med sidelengder markert med a og b) og be dem forklare hvorfor det gjenværende arealet kan skrives som et gitt algebraisk uttrykk (f.eks. a²+2ab), ved å dele figuren opp i delfigurer og summere arealene deres."
